OID_,FID_grids,treecover2,x,y,ID,ORIG_FID,climate,biomes1,biomes2,NEP,CC
683,1283,1,117.5000000,47.5000000,531,530,8,11,2,131.0000000,0.1600000
684,1284,1,117.5000000,49.5000000,532,531,15,11,2,131.0000000,0.1600000
685,1312,1,118.5000000,47.5000000,555,554,15,11,2,131.0000000,0.1600000
686,1313,1,118.5000000,49.5000000,556,555,15,11,2,131.0000000,0.1600000
687,1343,1,119.5000000,47.5000000,578,577,15,11,2,131.0000000,0.1600000
688,1344,1,119.5000000,48.5000000,579,578,15,11,2,131.0000000,0.1600000
689,1345,1,119.5000000,49.5000000,580,579,15,11,2,131.0000000,0.1600000
690,1346,1,119.5000000,50.5000000,581,580,14,11,2,131.0000000,0.1600000
691,1347,1,119.5000000,51.5000000,582,581,14,11,2,131.0000000,0.1600000
692,1378,1,120.5000000,47.5000000,605,604,14,-9999,6,131.0000000,0.1600000
693,1379,1,120.5000000,48.5000000,606,605,14,11,2,131.0000000,0.1600000
694,1380,1,120.5000000,49.5000000,607,606,15,11,2,131.0000000,0.1600000
695,1381,1,120.5000000,50.5000000,608,607,14,11,2,131.0000000,0.1600000
696,1382,1,120.5000000,51.5000000,609,608,14,-9999,6,131.0000000,0.1600000
697,1383,1,120.5000000,52.5000000,610,609,14,-9999,6,131.0000000,0.1600000
698,1384,1,120.5000000,53.5000000,611,610,14,-9999,6,131.0000000,0.1600000
699,1413,1,121.5000000,47.5000000,631,630,14,-9999,6,131.0000000,0.1600000
700,1414,1,121.5000000,48.5000000,632,631,14,-9999,6,131.0000000,0.1600000
701,1415,1,121.5000000,49.5000000,633,632,14,11,2,131.0000000,0.1600000
702,1416,1,121.5000000,50.5000000,634,633,14,-9999,6,131.0000000,0.1600000
703,1417,1,121.5000000,51.5000000,635,634,14,-9999,6,131.0000000,0.1600000
704,1418,1,121.5000000,52.5000000,636,635,14,-9999,6,131.0000000,0.1600000
705,1419,1,121.5000000,53.5000000,637,636,14,-9999,6,131.0000000,0.1600000
706,1437,1,122.5000000,47.5000000,648,647,15,11,2,131.0000000,0.1600000
707,1438,1,122.5000000,48.5000000,649,648,14,9,6,131.0000000,0.1600000
708,1439,1,122.5000000,49.5000000,650,649,15,-9999,6,131.0000000,0.1600000
709,1440,1,122.5000000,50.5000000,651,650,14,-9999,6,131.0000000,0.1600000
710,1441,1,122.5000000,51.5000000,652,651,14,-9999,6,131.0000000,0.1600000
711,1442,1,122.5000000,52.5000000,653,652,14,-9999,6,131.0000000,0.1600000
712,1443,1,122.5000000,53.5000000,654,653,14,-9999,6,131.0000000,0.1600000
713,1454,1,123.5000000,47.5000000,662,661,20,3,2,131.0000000,0.1600000
714,1455,1,123.5000000,48.5000000,663,662,15,9,6,131.0000000,0.1600000
715,1456,1,123.5000000,49.5000000,664,663,15,-9999,6,131.0000000,0.1600000
716,1457,1,123.5000000,50.5000000,665,664,14,-9999,6,131.0000000,0.1600000
717,1458,1,123.5000000,51.5000000,666,665,14,-9999,6,131.0000000,0.1600000
718,1459,1,123.5000000,52.5000000,667,666,14,-9999,6,131.0000000,0.1600000
719,1460,1,123.5000000,53.5000000,668,667,14,-9999,6,131.0000000,0.1600000
720,1472,1,124.5000000,47.5000000,676,675,20,11,2,131.0000000,0.1600000
721,1473,1,124.5000000,48.5000000,677,676,15,11,2,131.0000000,0.1600000
722,1474,1,124.5000000,49.5000000,678,677,15,9,6,131.0000000,0.1600000
723,1475,1,124.5000000,50.5000000,679,678,14,-9999,6,131.0000000,0.1600000
724,1476,1,124.5000000,51.5000000,680,679,14,-9999,6,131.0000000,0.1600000
725,1477,1,124.5000000,52.5000000,681,680,14,-9999,6,131.0000000,0.1600000
726,1478,1,124.5000000,53.5000000,682,681,14,-9999,6,131.0000000,0.1600000
727,1493,1,125.5000000,47.5000000,690,689,20,9,6,131.0000000,0.1600000
728,1494,1,125.5000000,48.5000000,691,690,15,11,2,131.0000000,0.1600000
729,1495,1,125.5000000,49.5000000,692,691,15,11,2,131.0000000,0.1600000
730,1496,1,125.5000000,50.5000000,693,692,15,9,6,131.0000000,0.1600000
731,1497,1,125.5000000,51.5000000,694,693,14,9,6,131.0000000,0.1600000
732,1498,1,125.5000000,52.5000000,695,694,14,9,6,131.0000000,0.1600000
733,1499,1,125.5000000,53.5000000,696,695,14,-9999,6,131.0000000,0.1600000
734,1515,1,126.5000000,47.5000000,703,702,15,9,6,131.0000000,0.1600000
735,1516,1,126.5000000,48.5000000,704,703,15,11,2,131.0000000,0.1600000
736,1517,1,126.5000000,49.5000000,705,704,15,9,6,131.0000000,0.1600000
737,1518,1,126.5000000,50.5000000,706,705,14,9,6,131.0000000,0.1600000
738,1519,1,126.5000000,51.5000000,707,706,15,-9999,6,131.0000000,0.1600000
739,1520,1,126.5000000,52.5000000,708,707,14,9,6,131.0000000,0.1600000
740,1538,1,127.5000000,47.5000000,715,714,15,9,6,131.0000000,0.1600000
741,1539,1,127.5000000,48.5000000,716,715,15,9,6,131.0000000,0.1600000
742,1540,1,127.5000000,49.5000000,717,716,15,9,6,131.0000000,0.1600000
743,1541,1,127.5000000,50.5000000,718,717,15,3,2,131.0000000,0.1600000
744,1542,1,127.5000000,51.5000000,719,718,15,3,2,131.0000000,0.1600000
745,1564,1,128.5000000,47.5000000,726,725,15,9,6,131.0000000,0.1600000
746,1565,1,128.5000000,48.5000000,727,726,15,9,6,131.0000000,0.1600000
747,1566,1,128.5000000,49.5000000,728,727,15,9,6,131.0000000,0.1600000
748,1589,1,129.5000000,47.5000000,734,733,14,9,6,131.0000000,0.1600000
749,1590,1,129.5000000,48.5000000,735,734,15,9,6,131.0000000,0.1600000
750,1591,1,129.5000000,49.5000000,736,735,15,3,2,131.0000000,0.1600000
751,1609,1,130.5000000,47.5000000,742,741,20,3,2,131.0000000,0.1600000
752,1610,1,130.5000000,48.5000000,743,742,15,9,6,131.0000000,0.1600000
753,1627,1,131.5000000,47.5000000,748,747,20,3,2,131.0000000,0.1600000
754,1644,1,132.5000000,47.5000000,751,750,20,3,2,131.0000000,0.1600000
755,1662,1,133.5000000,47.5000000,754,753,15,3,2,131.0000000,0.1600000
756,1663,1,133.5000000,48.5000000,755,754,15,3,2,131.0000000,0.1600000
757,1678,1,134.5000000,47.5000000,757,756,15,3,2,131.0000000,0.1600000
758,1679,1,134.5000000,48.5000000,758,757,15,3,2,131.0000000,0.1600000
587,1407,1,121.5000000,40.5000000,625,624,3,-9999,-9999,311.0000000,0.1500000
21,265,1,79.5000000,30.5000000,22,21,19,9,6,311.0000000,0.1500000
60,445,1,86.5000000,27.5000000,71,70,27,9,6,311.0000000,0.1500000
82,523,1,90.5000000,27.5000000,103,102,27,9,6,311.0000000,0.1500000
88,542,1,91.5000000,27.5000000,110,109,24,9,6,311.0000000,0.1500000
96,562,1,92.5000000,27.5000000,118,117,27,9,6,311.0000000,0.1500000
104,586,1,93.5000000,27.5000000,126,125,27,9,6,311.0000000,0.1500000
118,637,1,95.5000000,28.5000000,140,139,27,9,6,311.0000000,0.1500000
123,659,1,96.5000000,27.5000000,145,144,24,9,6,311.0000000,0.1500000
221,865,1,103.5000000,30.5000000,243,242,24,9,6,311.0000000,0.1500000
236,896,1,104.5000000,29.5000000,258,257,24,9,6,311.0000000,0.1500000
237,897,1,104.5000000,30.5000000,259,258,24,9,6,311.0000000,0.1500000
238,898,1,104.5000000,31.5000000,260,259,24,9,6,311.0000000,0.1500000
239,899,1,104.5000000,32.5000000,261,260,8,9,6,311.0000000,0.1500000
241,901,1,104.5000000,34.5000000,263,262,14,9,6,311.0000000,0.1500000
252,926,1,105.5000000,29.5000000,274,273,24,9,6,311.0000000,0.1500000
253,927,1,105.5000000,30.5000000,275,274,24,9,6,311.0000000,0.1500000
254,928,1,105.5000000,31.5000000,276,275,24,9,6,311.0000000,0.1500000
255,929,1,105.5000000,32.5000000,277,276,24,9,6,311.0000000,0.1500000
256,930,1,105.5000000,33.5000000,278,277,8,9,6,311.0000000,0.1500000
257,931,1,105.5000000,34.5000000,279,278,8,9,6,311.0000000,0.1500000
270,958,1,106.5000000,29.5000000,292,291,22,9,6,311.0000000,0.1500000
271,959,1,106.5000000,30.5000000,293,292,24,9,6,311.0000000,0.1500000
272,960,1,106.5000000,31.5000000,294,293,24,9,6,311.0000000,0.1500000
273,961,1,106.5000000,32.5000000,295,294,24,9,6,311.0000000,0.1500000
274,962,1,106.5000000,33.5000000,296,295,24,9,6,311.0000000,0.1500000
275,963,1,106.5000000,34.5000000,297,296,27,9,6,311.0000000,0.1500000
289,989,1,107.5000000,30.5000000,311,310,22,9,6,311.0000000,0.1500000
290,990,1,107.5000000,31.5000000,312,311,24,9,6,311.0000000,0.1500000
291,991,1,107.5000000,32.5000000,313,312,27,9,6,311.0000000,0.1500000
292,992,1,107.5000000,33.5000000,314,313,27,9,6,311.0000000,0.1500000
293,993,1,107.5000000,34.5000000,315,314,24,9,6,311.0000000,0.1500000
294,994,1,107.5000000,35.5000000,316,315,24,9,6,311.0000000,0.1500000
308,1018,1,108.5000000,31.5000000,330,329,24,9,6,311.0000000,0.1500000
309,1019,1,108.5000000,32.5000000,331,330,24,9,6,311.0000000,0.1500000
310,1020,1,108.5000000,33.5000000,332,331,15,9,6,311.0000000,0.1500000
311,1021,1,108.5000000,34.5000000,333,332,8,9,6,311.0000000,0.1500000
312,1022,1,108.5000000,35.5000000,334,333,15,9,6,311.0000000,0.1500000
313,1023,1,108.5000000,36.5000000,335,334,15,9,6,311.0000000,0.1500000
330,1049,1,109.5000000,31.5000000,352,351,24,9,6,311.0000000,0.1500000
331,1050,1,109.5000000,32.5000000,353,352,24,9,6,311.0000000,0.1500000
332,1051,1,109.5000000,33.5000000,354,353,27,9,6,311.0000000,0.1500000
333,1052,1,109.5000000,34.5000000,355,354,8,9,6,311.0000000,0.1500000
334,1053,1,109.5000000,35.5000000,356,355,24,9,6,311.0000000,0.1500000
335,1054,1,109.5000000,36.5000000,357,356,20,9,6,311.0000000,0.1500000
353,1080,1,110.5000000,31.5000000,375,374,27,9,6,311.0000000,0.1500000
354,1081,1,110.5000000,32.5000000,376,375,24,9,6,311.0000000,0.1500000
355,1082,1,110.5000000,33.5000000,377,376,24,9,6,311.0000000,0.1500000
356,1083,1,110.5000000,34.5000000,378,377,24,9,6,311.0000000,0.1500000
357,1084,1,110.5000000,35.5000000,379,378,8,9,6,311.0000000,0.1500000
358,1085,1,110.5000000,36.5000000,380,379,8,9,6,311.0000000,0.1500000
359,1086,1,110.5000000,37.5000000,381,380,8,9,6,311.0000000,0.1500000
372,1108,1,111.5000000,31.5000000,394,393,24,9,6,311.0000000,0.1500000
373,1109,1,111.5000000,32.5000000,395,394,22,9,6,311.0000000,0.1500000
374,1110,1,111.5000000,33.5000000,396,395,24,9,6,311.0000000,0.1500000
375,1111,1,111.5000000,34.5000000,397,396,24,9,6,311.0000000,0.1500000
376,1112,1,111.5000000,35.5000000,398,397,8,9,6,311.0000000,0.1500000
377,1113,1,111.5000000,36.5000000,399,398,20,9,6,311.0000000,0.1500000
378,1114,1,111.5000000,37.5000000,400,399,15,9,6,311.0000000,0.1500000
389,1132,1,112.5000000,27.5000000,411,410,22,9,6,311.0000000,0.1500000
390,1133,1,112.5000000,28.5000000,412,411,22,9,6,311.0000000,0.1500000
391,1134,1,112.5000000,29.5000000,413,412,22,9,6,311.0000000,0.1500000
392,1135,1,112.5000000,30.5000000,414,413,22,9,6,311.0000000,0.1500000
393,1136,1,112.5000000,31.5000000,415,414,22,9,6,311.0000000,0.1500000
394,1137,1,112.5000000,32.5000000,416,415,24,9,6,311.0000000,0.1500000
395,1138,1,112.5000000,33.5000000,417,416,24,9,6,311.0000000,0.1500000
396,1139,1,112.5000000,34.5000000,418,417,8,9,6,311.0000000,0.1500000
397,1140,1,112.5000000,35.5000000,419,418,8,9,6,311.0000000,0.1500000
398,1141,1,112.5000000,36.5000000,420,419,15,9,6,311.0000000,0.1500000
399,1142,1,112.5000000,37.5000000,421,420,8,9,6,311.0000000,0.1500000
400,1143,1,112.5000000,38.5000000,422,421,8,9,6,311.0000000,0.1500000
412,1162,1,113.5000000,29.5000000,434,433,22,9,6,311.0000000,0.1500000
413,1163,1,113.5000000,30.5000000,435,434,22,9,6,311.0000000,0.1500000
414,1164,1,113.5000000,31.5000000,436,435,22,9,6,311.0000000,0.1500000
415,1165,1,113.5000000,32.5000000,437,436,24,9,6,311.0000000,0.1500000
416,1166,1,113.5000000,33.5000000,438,437,24,9,6,311.0000000,0.1500000
417,1167,1,113.5000000,34.5000000,439,438,24,9,6,311.0000000,0.1500000
418,1168,1,113.5000000,35.5000000,440,439,24,9,6,311.0000000,0.1500000
419,1169,1,113.5000000,36.5000000,441,440,15,9,6,311.0000000,0.1500000
420,1170,1,113.5000000,37.5000000,442,441,15,9,6,311.0000000,0.1500000
421,1171,1,113.5000000,38.5000000,443,442,8,9,6,311.0000000,0.1500000
422,1172,1,113.5000000,39.5000000,444,443,15,9,6,311.0000000,0.1500000
432,1189,1,114.5000000,29.5000000,454,453,22,9,6,311.0000000,0.1500000
433,1190,1,114.5000000,30.5000000,455,454,22,9,6,311.0000000,0.1500000
434,1191,1,114.5000000,31.5000000,456,455,22,9,6,311.0000000,0.1500000
435,1192,1,114.5000000,32.5000000,457,456,22,9,6,311.0000000,0.1500000
436,1193,1,114.5000000,33.5000000,458,457,24,9,6,311.0000000,0.1500000
437,1194,1,114.5000000,34.5000000,459,458,24,9,6,311.0000000,0.1500000
438,1195,1,114.5000000,35.5000000,460,459,8,9,6,311.0000000,0.1500000
439,1196,1,114.5000000,36.5000000,461,460,8,9,6,311.0000000,0.1500000
440,1197,1,114.5000000,37.5000000,462,461,8,9,6,311.0000000,0.1500000
441,1198,1,114.5000000,38.5000000,463,462,8,9,6,311.0000000,0.1500000
442,1199,1,114.5000000,39.5000000,464,463,15,9,6,311.0000000,0.1500000
451,1214,1,115.5000000,28.5000000,473,472,22,9,6,311.0000000,0.1500000
452,1215,1,115.5000000,29.5000000,474,473,22,9,6,311.0000000,0.1500000
453,1216,1,115.5000000,30.5000000,475,474,22,9,6,311.0000000,0.1500000
454,1217,1,115.5000000,31.5000000,476,475,22,9,6,311.0000000,0.1500000
455,1218,1,115.5000000,32.5000000,477,476,22,9,6,311.0000000,0.1500000
456,1219,1,115.5000000,33.5000000,478,477,24,9,6,311.0000000,0.1500000
457,1220,1,115.5000000,34.5000000,479,478,24,9,6,311.0000000,0.1500000
458,1221,1,115.5000000,35.5000000,480,479,24,9,6,311.0000000,0.1500000
459,1222,1,115.5000000,36.5000000,481,480,8,9,6,311.0000000,0.1500000
460,1223,1,115.5000000,37.5000000,482,481,8,9,6,311.0000000,0.1500000
461,1224,1,115.5000000,38.5000000,483,482,8,9,6,311.0000000,0.1500000
462,1225,1,115.5000000,39.5000000,484,483,20,9,6,311.0000000,0.1500000
463,1226,1,115.5000000,40.5000000,485,484,15,9,6,311.0000000,0.1500000
471,1240,1,116.5000000,28.5000000,493,492,22,9,6,311.0000000,0.1500000
472,1241,1,116.5000000,29.5000000,494,493,22,9,6,311.0000000,0.1500000
473,1242,1,116.5000000,30.5000000,495,494,22,9,6,311.0000000,0.1500000
474,1243,1,116.5000000,31.5000000,496,495,22,9,6,311.0000000,0.1500000
475,1244,1,116.5000000,32.5000000,497,496,22,9,6,311.0000000,0.1500000
476,1245,1,116.5000000,33.5000000,498,497,24,9,6,311.0000000,0.1500000
477,1246,1,116.5000000,34.5000000,499,498,24,9,6,311.0000000,0.1500000
478,1247,1,116.5000000,35.5000000,500,499,24,9,6,311.0000000,0.1500000
479,1248,1,116.5000000,36.5000000,501,500,24,9,6,311.0000000,0.1500000
480,1249,1,116.5000000,37.5000000,502,501,8,9,6,311.0000000,0.1500000
481,1250,1,116.5000000,38.5000000,503,502,8,9,6,311.0000000,0.1500000
482,1251,1,116.5000000,39.5000000,504,503,8,9,6,311.0000000,0.1500000
483,1252,1,116.5000000,40.5000000,505,504,20,9,6,311.0000000,0.1500000
484,1253,1,116.5000000,41.5000000,506,505,15,9,6,311.0000000,0.1500000
492,1266,1,117.5000000,28.5000000,514,513,22,9,6,311.0000000,0.1500000
493,1267,1,117.5000000,29.5000000,515,514,22,9,6,311.0000000,0.1500000
494,1268,1,117.5000000,30.5000000,516,515,22,9,6,311.0000000,0.1500000
495,1269,1,117.5000000,31.5000000,517,516,22,9,6,311.0000000,0.1500000
496,1270,1,117.5000000,32.5000000,518,517,22,9,6,311.0000000,0.1500000
497,1271,1,117.5000000,33.5000000,519,518,24,9,6,311.0000000,0.1500000
498,1272,1,117.5000000,34.5000000,520,519,24,9,6,311.0000000,0.1500000
499,1273,1,117.5000000,35.5000000,521,520,24,9,6,311.0000000,0.1500000
500,1274,1,117.5000000,36.5000000,522,521,24,9,6,311.0000000,0.1500000
501,1275,1,117.5000000,37.5000000,523,522,24,9,6,311.0000000,0.1500000
502,1276,1,117.5000000,38.5000000,524,523,8,9,6,311.0000000,0.1500000
503,1277,1,117.5000000,39.5000000,525,524,24,9,6,311.0000000,0.1500000
504,1278,1,117.5000000,40.5000000,526,525,15,9,6,311.0000000,0.1500000
505,1279,1,117.5000000,41.5000000,527,526,15,9,6,311.0000000,0.1500000
506,1280,1,117.5000000,42.5000000,528,527,14,9,6,311.0000000,0.1500000
507,1281,1,117.5000000,43.5000000,529,528,14,9,6,311.0000000,0.1500000
514,1295,1,118.5000000,29.5000000,538,537,22,9,6,311.0000000,0.1500000
515,1296,1,118.5000000,30.5000000,539,538,22,9,6,311.0000000,0.1500000
516,1297,1,118.5000000,31.5000000,540,539,22,9,6,311.0000000,0.1500000
517,1298,1,118.5000000,32.5000000,541,540,22,9,6,311.0000000,0.1500000
518,1299,1,118.5000000,33.5000000,542,541,24,9,6,311.0000000,0.1500000
519,1300,1,118.5000000,34.5000000,543,542,24,9,6,311.0000000,0.1500000
520,1301,1,118.5000000,35.5000000,544,543,24,9,6,311.0000000,0.1500000
521,1302,1,118.5000000,36.5000000,545,544,24,9,6,311.0000000,0.1500000
522,1303,1,118.5000000,37.5000000,546,545,24,9,6,311.0000000,0.1500000
525,1306,1,118.5000000,40.5000000,549,548,20,9,6,311.0000000,0.1500000
526,1307,1,118.5000000,41.5000000,550,549,14,9,6,311.0000000,0.1500000
527,1308,1,118.5000000,42.5000000,551,550,15,9,6,311.0000000,0.1500000
536,1327,1,119.5000000,29.5000000,562,561,22,9,6,311.0000000,0.1500000
537,1328,1,119.5000000,30.5000000,563,562,22,9,6,311.0000000,0.1500000
538,1329,1,119.5000000,31.5000000,564,563,22,9,6,311.0000000,0.1500000
539,1330,1,119.5000000,32.5000000,565,564,22,9,6,311.0000000,0.1500000
540,1331,1,119.5000000,33.5000000,566,565,24,9,6,311.0000000,0.1500000
541,1332,1,119.5000000,34.5000000,567,566,24,9,6,311.0000000,0.1500000
542,1333,1,119.5000000,35.5000000,568,567,24,9,6,311.0000000,0.1500000
543,1334,1,119.5000000,36.5000000,569,568,24,9,6,311.0000000,0.1500000
545,1336,1,119.5000000,40.5000000,571,570,20,9,6,311.0000000,0.1500000
546,1337,1,119.5000000,41.5000000,572,571,15,9,6,311.0000000,0.1500000
547,1338,1,119.5000000,42.5000000,573,572,8,9,6,311.0000000,0.1500000
559,1363,1,120.5000000,30.5000000,590,589,22,9,6,311.0000000,0.1500000
560,1364,1,120.5000000,31.5000000,591,590,22,9,6,311.0000000,0.1500000
561,1365,1,120.5000000,32.5000000,592,591,22,9,6,311.0000000,0.1500000
565,1369,1,120.5000000,36.5000000,596,595,24,9,6,311.0000000,0.1500000
566,1370,1,120.5000000,37.5000000,597,596,20,9,6,311.0000000,0.1500000
568,1372,1,120.5000000,40.5000000,599,598,20,9,6,311.0000000,0.1500000
569,1373,1,120.5000000,41.5000000,600,599,20,9,6,311.0000000,0.1500000
570,1374,1,120.5000000,42.5000000,601,600,8,9,6,311.0000000,0.1500000
581,1401,1,121.5000000,31.5000000,619,618,22,9,6,311.0000000,0.1500000
584,1404,1,121.5000000,37.5000000,622,621,24,9,6,311.0000000,0.1500000
586,1406,1,121.5000000,39.5000000,624,623,20,9,6,311.0000000,0.1500000
588,1408,1,121.5000000,41.5000000,626,625,20,9,6,311.0000000,0.1500000
589,1409,1,121.5000000,42.5000000,627,626,20,9,6,311.0000000,0.1500000
598,1432,1,122.5000000,40.5000000,643,642,20,9,6,311.0000000,0.1500000
599,1433,1,122.5000000,41.5000000,644,643,20,9,6,311.0000000,0.1500000
600,1434,1,122.5000000,42.5000000,645,644,20,9,6,311.0000000,0.1500000
604,1448,1,123.5000000,40.5000000,656,655,20,9,6,311.0000000,0.1500000
605,1449,1,123.5000000,41.5000000,657,656,20,9,6,311.0000000,0.1500000
606,1450,1,123.5000000,42.5000000,658,657,20,9,6,311.0000000,0.1500000
607,1451,1,123.5000000,43.5000000,659,658,20,9,6,311.0000000,0.1500000
611,1466,1,124.5000000,40.5000000,670,669,15,9,6,311.0000000,0.1500000
612,1467,1,124.5000000,41.5000000,671,670,20,9,6,311.0000000,0.1500000
613,1468,1,124.5000000,42.5000000,672,671,20,9,6,311.0000000,0.1500000
614,1469,1,124.5000000,43.5000000,673,672,20,9,6,311.0000000,0.1500000
615,1470,1,124.5000000,45.5000000,674,673,20,9,6,311.0000000,0.1600000
617,1486,1,125.5000000,40.5000000,683,682,15,9,6,311.0000000,0.1500000
618,1487,1,125.5000000,41.5000000,684,683,15,9,6,311.0000000,0.1500000
619,1488,1,125.5000000,42.5000000,685,684,20,9,6,311.0000000,0.1500000
620,1489,1,125.5000000,43.5000000,686,685,20,9,6,311.0000000,0.1500000
621,1490,1,125.5000000,44.5000000,687,686,20,9,6,311.0000000,0.1600000
622,1491,1,125.5000000,45.5000000,688,687,20,9,6,311.0000000,0.1600000
624,1509,1,126.5000000,41.5000000,697,696,20,9,6,311.0000000,0.1500000
625,1510,1,126.5000000,42.5000000,698,697,15,9,6,311.0000000,0.1500000
626,1511,1,126.5000000,43.5000000,699,698,15,9,6,311.0000000,0.1500000
627,1512,1,126.5000000,44.5000000,700,699,20,9,6,311.0000000,0.1600000
628,1513,1,126.5000000,45.5000000,701,700,20,9,6,311.0000000,0.1600000
630,1532,1,127.5000000,41.5000000,709,708,15,9,6,311.0000000,0.1500000
631,1533,1,127.5000000,42.5000000,710,709,15,9,6,311.0000000,0.1500000
632,1534,1,127.5000000,43.5000000,711,710,15,9,6,311.0000000,0.1500000
633,1535,1,127.5000000,44.5000000,712,711,15,9,6,311.0000000,0.1600000
634,1536,1,127.5000000,45.5000000,713,712,15,9,6,311.0000000,0.1600000
636,1558,1,128.5000000,41.5000000,720,719,14,9,6,311.0000000,0.1500000
637,1559,1,128.5000000,42.5000000,721,720,15,9,6,311.0000000,0.1500000
638,1560,1,128.5000000,43.5000000,722,721,15,9,6,311.0000000,0.1500000
639,1561,1,128.5000000,44.5000000,723,722,14,9,6,311.0000000,0.1600000
640,1562,1,128.5000000,45.5000000,724,723,20,9,6,311.0000000,0.1600000
642,1584,1,129.5000000,42.5000000,729,728,15,9,6,311.0000000,0.1500000
643,1585,1,129.5000000,43.5000000,730,729,15,9,6,311.0000000,0.1500000
644,1586,1,129.5000000,44.5000000,731,730,20,9,6,311.0000000,0.1600000
645,1587,1,129.5000000,45.5000000,732,731,14,9,6,311.0000000,0.1600000
646,1588,1,129.5000000,46.5000000,733,732,15,9,6,311.0000000,0.1600000
647,1604,1,130.5000000,42.5000000,737,736,20,9,6,311.0000000,0.1500000
648,1605,1,130.5000000,43.5000000,738,737,15,9,6,311.0000000,0.1500000
649,1606,1,130.5000000,44.5000000,739,738,15,9,6,311.0000000,0.1600000
650,1607,1,130.5000000,45.5000000,740,739,15,9,6,311.0000000,0.1600000
651,1608,1,130.5000000,46.5000000,741,740,20,9,6,311.0000000,0.1600000
652,1623,1,131.5000000,43.5000000,744,743,15,9,6,311.0000000,0.1500000
653,1624,1,131.5000000,44.5000000,745,744,15,9,6,311.0000000,0.1600000
655,1626,1,131.5000000,46.5000000,747,746,15,9,6,311.0000000,0.1600000
659,1661,1,133.5000000,46.5000000,753,752,15,9,6,311.0000000,0.1600000
660,1677,1,134.5000000,46.5000000,756,755,15,9,6,311.0000000,0.1600000
73,486,1,88.5000000,27.5000000,90,89,8,12,-9999,403.0000000,0.1500000
8,137,1,75.5000000,39.5000000,9,8,19,-9999,-9999,133.0000000,0.1500000
11,172,1,76.5000000,35.5000000,12,11,1,8,4,133.0000000,0.1500000
14,175,1,76.5000000,39.5000000,15,14,19,-9999,-9999,133.0000000,0.1500000
15,176,1,76.5000000,40.5000000,16,15,1,-9999,-9999,133.0000000,0.1500000
20,237,1,78.5000000,40.5000000,21,20,19,-9999,-9999,133.0000000,0.1500000
22,266,1,79.5000000,41.5000000,23,22,19,-9999,-9999,133.0000000,0.1500000
26,295,1,80.5000000,41.5000000,27,26,19,-9999,-9999,133.0000000,0.1500000
32,324,1,81.5000000,41.5000000,33,32,19,-9999,-9999,133.0000000,0.1500000
46,380,1,83.5000000,44.5000000,48,47,19,-9999,-9999,133.0000000,0.1500000
51,403,1,84.5000000,43.5000000,56,55,1,-9999,6,133.0000000,0.1500000
52,404,1,84.5000000,44.5000000,57,56,19,-9999,-9999,133.0000000,0.1500000
55,424,1,85.5000000,42.5000000,63,62,1,-9999,-9999,133.0000000,0.1500000
57,426,1,85.5000000,44.5000000,65,64,19,-9999,-9999,133.0000000,0.1500000
58,427,1,85.5000000,45.5000000,66,65,19,-9999,-9999,133.0000000,0.1500000
62,447,1,86.5000000,41.5000000,73,72,19,-9999,-9999,133.0000000,0.1500000
63,448,1,86.5000000,42.5000000,74,73,8,-9999,-9999,133.0000000,0.1500000
65,450,1,86.5000000,44.5000000,76,75,8,-9999,-9999,133.0000000,0.1500000
66,451,1,86.5000000,46.5000000,77,76,19,-9999,-9999,133.0000000,0.1500000
69,468,1,87.5000000,42.5000000,83,82,19,-9999,-9999,133.0000000,0.1500000
71,470,1,87.5000000,44.5000000,85,84,8,-9999,-9999,133.0000000,0.1500000
72,471,1,87.5000000,46.5000000,86,85,19,-9999,-9999,133.0000000,0.1500000
75,488,1,88.5000000,44.5000000,92,91,8,-9999,-9999,133.0000000,0.1500000
76,489,1,88.5000000,46.5000000,93,92,8,-9999,-9999,133.0000000,0.1500000
81,508,1,89.5000000,46.5000000,100,99,8,-9999,-9999,133.0000000,0.1500000
86,527,1,90.5000000,45.5000000,107,106,8,-9999,-9999,133.0000000,0.1500000
87,528,1,90.5000000,46.5000000,108,107,5,-9999,-9999,133.0000000,0.1500000
93,547,1,91.5000000,43.5000000,115,114,19,-9999,-9999,133.0000000,0.1500000
94,548,1,91.5000000,46.5000000,116,115,8,-9999,6,133.0000000,0.1500000
110,592,1,93.5000000,43.5000000,132,131,8,-9999,6,133.0000000,0.1500000
664,384,1,83.5000000,48.5000000,52,51,18,-9999,-9999,133.0000000,0.1500000
667,407,1,84.5000000,48.5000000,60,59,13,-9999,-9999,133.0000000,0.1500000
670,430,1,85.5000000,48.5000000,69,68,13,-9999,-9999,133.0000000,0.1500000
672,452,1,86.5000000,47.5000000,78,77,13,-9999,-9999,133.0000000,0.1500000
673,453,1,86.5000000,48.5000000,79,78,13,-9999,-9999,133.0000000,0.1500000
675,472,1,87.5000000,47.5000000,87,86,8,-9999,-9999,133.0000000,0.1500000
676,473,1,87.5000000,48.5000000,88,87,5,-9999,6,133.0000000,0.1500000
678,490,1,88.5000000,47.5000000,94,93,8,-9999,-9999,133.0000000,0.1500000
680,509,1,89.5000000,47.5000000,101,100,5,-9999,6,133.0000000,0.1500000
681,510,1,89.5000000,48.5000000,102,101,8,-9999,6,133.0000000,0.1500000
49,401,1,84.5000000,28.5000000,54,53,2,-9999,6,311.0000000,0.1500000
